slot_id,x,y,level,max_capacity,sku,quantity
99,3,3,1,999,180,299
100,4,3,1,999,164,88
101,5,3,1,999,153,299
102,6,3,1,999,127,88
103,7,3,1,999,54,299
104,8,3,1,999,159,88
105,9,3,1,999,73,88
106,10,3,1,999,106,88
107,11,3,1,999,63,88
108,12,3,1,999,62,143
109,13,3,1,999,31,88
110,14,3,1,999,193,143
111,15,3,1,999,29,88
112,16,3,1,999,17,88
113,17,3,1,999,188,143
114,18,3,1,999,111,88
115,19,3,1,999,88,88
116,20,3,1,999,148,299
117,21,3,1,999,77,299
118,22,3,1,999,25,143
119,23,3,1,999,146,299
120,24,3,1,999,35,143
121,25,3,1,999,111,88
122,26,3,1,999,190,88
123,27,3,1,999,188,143
124,28,3,1,999,72,88
125,29,3,1,999,156,88
126,30,3,1,999,123,299
127,31,3,1,999,96,88
128,0,4,1,999,28,88
129,1,4,1,999,75,88
130,2,4,1,999,131,88
131,3,4,1,999,198,88
132,4,4,1,999,0,299
133,5,4,1,999,144,88
134,6,4,1,999,170,88
135,7,4,1,999,191,143
136,8,4,1,999,85,88
137,9,4,1,999,23,299
138,10,4,1,999,54,143
139,11,4,1,999,170,143
140,12,4,1,999,176,88
141,13,4,1,999,128,143
142,14,4,1,999,24,143
143,15,4,1,999,24,143
144,16,4,1,999,96,88
145,17,4,1,999,118,88
146,18,4,1,999,6,299
147,19,4,1,999,137,143
148,20,4,1,999,109,88
149,21,4,1,999,2,299
150,22,4,1,999,19,88
151,23,4,1,999,91,143
152,24,4,1,999,145,88
153,25,4,1,999,165,143
154,26,4,1,999,86,143
155,27,4,1,999,59,88
156,28,4,1,999,194,299
157,29,4,1,999,92,88
158,30,4,1,999,63,88
159,31,4,1,999,88,88
160,0,5,1,999,2,88
161,1,5,1,999,60,88
162,2,5,1,999,103,143
163,3,5,1,999,184,143
164,4,5,1,999,148,143
165,5,5,1,999,157,88
166,6,5,1,999,109,143
167,7,5,1,999,22,299
168,8,5,1,999,78,143
169,9,5,1,999,200,299
170,10,5,1,999,8,299
171,11,5,1,999,176,299
172,12,5,1,999,137,88
173,13,5,1,999,57,88
174,14,5,1,999,156,88
175,15,5,1,999,168,143
176,16,5,1,999,8,88
177,17,5,1,999,21,299
178,18,5,1,999,133,88
179,19,5,1,999,200,88
180,20,5,1,999,4,88
181,21,5,1,999,133,299
182,22,5,1,999,27,143
183,23,5,1,999,130,88
184,24,5,1,999,125,143
185,25,5,1,999,18,143
186,26,5,1,999,136,299
187,27,5,1,999,180,143
188,28,5,1,999,173,143
189,29,5,1,999,5,143
190,30,5,1,999,49,88
191,31,5,1,999,48,88
192,0,6,1,999,91,88
193,1,6,1,999,28,143
194,2,6,1,999,171,88
195,3,6,1,999,156,299
196,4,6,1,999,162,143
197,5,6,1,999,39,299
198,6,6,1,999,2,143
199,7,6,1,999,183,88
200,8,6,1,999,58,143
201,9,6,1,999,131,88
202,10,6,1,999,182,143
203,11,6,1,999,7,88
204,12,6,1,999,1,143
205,13,6,1,999,1,143
206,14,6,1,999,31,88
207,15,6,1,999,10,88
208,16,6,1,999,164,143
209,17,6,1,999,121,88
210,18,6,1,999,196,143
211,19,6,1,999,161,88
212,20,6,1,999,193,88
213,21,6,1,999,47,143
214,22,6,1,999,57,88
215,23,6,1,999,170,143
216,24,6,1,999,49,299
217,25,6,1,999,11,299
218,26,6,1,999,134,143
219,27,6,1,999,160,88
220,28,6,1,999,194,299
221,29,6,1,999,186,143
222,30,6,1,999,24,88
223,31,6,1,999,155,143
224,0,7,1,999,721,88
225,1,7,1,999,305,143
226,2,7,1,999,808,88
227,3,7,1,999,579,88
228,4,7,1,999,546,88
229,5,7,1,999,176,299
230,6,7,1,999,463,143
231,7,7,1,999,856,88
232,8,7,1,999,19,299
233,9,7,1,999,758,88
234,10,7,1,999,492,143
235,11,7,1,999,719,88
236,12,7,1,999,663,88
237,13,7,1,999,432,143
238,14,7,1,999,308,143
239,15,7,1,999,627,88
240,16,7,1,999,140,299
241,17,7,1,999,584,88
242,18,7,1,999,94,299
243,19,7,1,999,649,88
244,20,7,1,999,628,88
245,21,7,1,999,84,299
246,22,7,1,999,757,88
247,23,7,1,999,415,143
248,24,7,1,999,786,88
249,25,7,1,999,41,299
250,26,7,1,999,179,299
251,27,7,1,999,493,143
252,28,7,1,999,188,299
253,29,7,1,999,329,143
254,30,7,1,999,660,88
255,31,7,1,999,144,299
256,0,8,1,999,677,88
257,1,8,1,999,103,299
258,2,8,1,999,175,299
259,3,8,1,999,587,88
260,4,8,1,999,793,88
261,5,8,1,999,170,299
262,6,8,1,999,299,143
263,7,8,1,999,925,88
264,8,8,1,999,989,88
265,9,8,1,999,581,88
266,10,8,1,999,447,143
267,11,8,1,999,346,143
268,12,8,1,999,612,88
269,13,8,1,999,590,88
270,14,8,1,999,294,143
271,15,8,1,999,22,299
272,16,8,1,999,151,299
273,17,8,1,999,958,88
274,18,8,1,999,418,143
275,19,8,1,999,482,143
276,20,8,1,999,467,143
277,21,8,1,999,782,88
278,22,8,1,999,64,299
279,23,8,1,999,82,299
280,24,8,1,999,275,143
281,25,8,1,999,486,143
282,26,8,1,999,671,88
283,27,8,1,999,490,143
284,28,8,1,999,441,143
285,29,8,1,999,937,88
286,30,8,1,999,161,299
287,31,8,1,999,571,88
288,0,9,1,999,542,88
289,1,9,1,999,473,143
290,2,9,1,999,807,88
291,3,9,1,999,266,143
292,4,9,1,999,953,88
293,5,9,1,999,331,143
294,6,9,1,999,545,88
295,7,9,1,999,520,88
296,8,9,1,999,849,88
297,9,9,1,999,438,143
298,10,9,1,999,284,143
299,11,9,1,999,21,299
300,12,9,1,999,363,143
301,13,9,1,999,826,88
302,14,9,1,999,9,299
303,15,9,1,999,896,88
304,16,9,1,999,542,88
305,17,9,1,999,140,299
306,18,9,1,999,302,143
307,19,9,1,999,554,88
308,20,9,1,999,315,143
309,21,9,1,999,108,299
310,22,9,1,999,665,88
311,23,9,1,999,672,88
312,24,9,1,999,118,299
313,25,9,1,999,281,143
314,26,9,1,999,243,143
315,27,9,1,999,659,88
316,28,9,1,999,730,88
317,29,9,1,999,726,88
318,30,9,1,999,938,88
319,31,9,1,999,768,88
320,0,10,1,999,320,143
321,1,10,1,999,107,299
322,2,10,1,999,614,88
323,3,10,1,999,916,88
324,4,10,1,999,975,88
325,5,10,1,999,230,143
326,6,10,1,999,236,143
327,7,10,1,999,37,299
328,8,10,1,999,141,299
329,9,10,1,999,554,88
330,10,10,1,999,546,88
331,11,10,1,999,370,143
332,12,10,1,999,309,143
333,13,10,1,999,829,88
334,14,10,1,999,460,143
335,15,10,1,999,808,88
336,16,10,1,999,963,88
337,17,10,1,999,317,143
338,18,10,1,999,202,143
339,19,10,1,999,952,88
340,20,10,1,999,634,88
341,21,10,1,999,290,143
342,22,10,1,999,621,88
343,23,10,1,999,515,88
344,24,10,1,999,905,88
345,25,10,1,999,255,143
346,26,10,1,999,991,88
347,27,10,1,999,936,88
348,28,10,1,999,180,299
349,29,10,1,999,164,299
350,30,10,1,999,533,88
351,31,10,1,999,44,299
352,0,11,1,999,298,143
353,1,11,1,999,435,143
354,2,11,1,999,969,88
355,3,11,1,999,992,88
356,4,11,1,999,151,299
357,5,11,1,999,891,88
358,6,11,1,999,90,299
359,7,11,1,999,748,88
360,8,11,1,999,845,88
361,9,11,1,999,890,88
362,10,11,1,999,223,143
363,11,11,1,999,893,88
364,12,11,1,999,115,299
365,13,11,1,999,518,88
366,14,11,1,999,469,143
367,15,11,1,999,315,143
368,16,11,1,999,22,299
369,17,11,1,999,772,88
370,18,11,1,999,335,143
371,19,11,1,999,661,88
372,20,11,1,999,410,143
373,21,11,1,999,373,143
374,22,11,1,999,886,88
375,23,11,1,999,94,299
376,24,11,1,999,736,88
377,25,11,1,999,746,88
378,26,11,1,999,379,143
379,27,11,1,999,262,143
380,28,11,1,999,5,299
381,29,11,1,999,936,88
382,30,11,1,999,947,88
383,31,11,1,999,240,143
384,0,12,1,999,31,299
385,1,12,1,999,122,299
386,2,12,1,999,67,299
387,3,12,1,999,831,88
388,4,12,1,999,891,88
389,5,12,1,999,153,299
390,6,12,1,999,746,88
391,7,12,1,999,179,299
392,8,12,1,999,367,143
393,9,12,1,999,599,88
394,10,12,1,999,719,88
395,11,12,1,999,874,88
396,12,12,1,999,44,299
397,13,12,1,999,196,299
398,14,12,1,999,280,143
399,15,12,1,999,310,143
400,16,12,1,999,998,88
401,17,12,1,999,777,88
402,18,12,1,999,320,143
403,19,12,1,999,971,88
404,20,12,1,999,499,143
405,21,12,1,999,500,143
406,22,12,1,999,433,143
407,23,12,1,999,143,299
408,24,12,1,999,934,88
409,25,12,1,999,13,299
410,26,12,1,999,174,299
411,27,12,1,999,229,143
412,28,12,1,999,279,143
413,29,12,1,999,131,299
414,30,12,1,999,17,299
415,31,12,1,999,677,88
416,0,13,1,999,969,88
417,1,13,1,999,121,299
418,2,13,1,999,296,143
419,3,13,1,999,506,88
420,4,13,1,999,927,88
421,5,13,1,999,694,88
422,6,13,1,999,766,88
423,7,13,1,999,581,88
424,8,13,1,999,417,143
425,9,13,1,999,199,299
426,10,13,1,999,864,88
427,11,13,1,999,804,88
428,12,13,1,999,25,299
429,13,13,1,999,715,88
430,14,13,1,999,84,299
431,15,13,1,999,738,88
432,16,13,1,999,825,88
433,17,13,1,999,131,299
434,18,13,1,999,433,143
435,19,13,1,999,123,299
436,20,13,1,999,567,88
437,21,13,1,999,927,88
438,22,13,1,999,80,299
439,23,13,1,999,397,143
440,24,13,1,999,973,88
441,25,13,1,999,300,143
442,26,13,1,999,132,299
443,27,13,1,999,488,143
444,28,13,1,999,508,88
445,29,13,1,999,662,88
446,30,13,1,999,313,143
447,31,13,1,999,955,88
448,0,14,1,999,521,88
449,1,14,1,999,286,143
450,2,14,1,999,960,88
451,3,14,1,999,924,88
452,4,14,1,999,499,143
453,5,14,1,999,24,299
454,6,14,1,999,596,88
455,7,14,1,999,555,88
456,8,14,1,999,148,299
457,9,14,1,999,633,88
458,10,14,1,999,840,88
459,11,14,1,999,105,299
460,12,14,1,999,723,88
461,13,14,1,999,140,299
462,14,14,1,999,748,88
463,15,14,1,999,419,143
464,16,14,1,999,6,299
465,17,14,1,999,966,88
466,18,14,1,999,165,299
467,19,14,1,999,596,88
468,20,14,1,999,181,299
469,21,14,1,999,933,88
470,22,14,1,999,738,88
471,23,14,1,999,804,88
472,24,14,1,999,432,143
473,25,14,1,999,467,143
474,26,14,1,999,634,88
475,27,14,1,999,784,88
476,28,14,1,999,846,88
477,29,14,1,999,17,299
478,30,14,1,999,663,88
479,31,14,1,999,109,299
480,0,15,1,999,287,143
481,1,15,1,999,829,88
482,2,15,1,999,250,143
483,3,15,1,999,796,88
484,4,15,1,999,463,143
485,5,15,1,999,232,143
486,6,15,1,999,334,143
487,7,15,1,999,530,88
488,8,15,1,999,765,88
489,9,15,1,999,606,88
490,10,15,1,999,933,88
491,11,15,1,999,867,88
492,12,15,1,999,753,88
493,13,15,1,999,603,88
494,14,15,1,999,289,143
495,15,15,1,999,412,143
496,16,15,1,999,118,299
497,17,15,1,999,374,143
498,18,15,1,999,926,88
499,19,15,1,999,425,143
500,20,15,1,999,113,299
501,21,15,1,999,651,88
502,22,15,1,999,962,88
503,23,15,1,999,867,88
504,24,15,1,999,274,143
505,25,15,1,999,453,143
506,26,15,1,999,531,88
507,27,15,1,999,247,143
508,28,15,1,999,268,143
509,29,15,1,999,236,143
510,30,15,1,999,994,88
511,31,15,1,999,746,88
512,0,16,1,999,840,88
513,1,16,1,999,816,88
514,2,16,1,999,959,88
515,3,16,1,999,105,299
516,4,16,1,999,881,88
517,5,16,1,999,66,299
518,6,16,1,999,475,143
519,7,16,1,999,594,88
520,8,16,1,999,357,143
521,9,16,1,999,146,299
522,10,16,1,999,192,299
523,11,16,1,999,824,88
524,12,16,1,999,318,143
525,13,16,1,999,310,143
526,14,16,1,999,923,88
527,15,16,1,999,143,299
528,16,16,1,999,915,88
529,17,16,1,999,920,88
530,18,16,1,999,598,88
531,19,16,1,999,165,299
532,20,16,1,999,155,299
533,21,16,1,999,284,143
534,22,16,1,999,577,88
535,23,16,1,999,153,299
536,24,16,1,999,455,143
537,25,16,1,999,115,299
538,26,16,1,999,540,88
539,27,16,1,999,21,299
540,28,16,1,999,709,88
541,29,16,1,999,55,299
542,30,16,1,999,194,299
543,31,16,1,999,174,299
544,0,17,1,999,830,88
545,1,17,1,999,53,299
546,2,17,1,999,429,143
547,3,17,1,999,591,88
548,4,17,1,999,515,88
549,5,17,1,999,680,88
550,6,17,1,999,803,88
551,7,17,1,999,393,143
552,8,17,1,999,828,88
553,9,17,1,999,317,143
554,10,17,1,999,984,88
555,11,17,1,999,504,88
556,12,17,1,999,736,88
557,13,17,1,999,875,88
558,14,17,1,999,792,88
559,15,17,1,999,851,88
560,16,17,1,999,536,88
561,17,17,1,999,43,299
562,18,17,1,999,493,143
563,19,17,1,999,181,299
564,20,17,1,999,889,88
565,21,17,1,999,236,143
566,22,17,1,999,228,143
567,23,17,1,999,249,143
568,24,17,1,999,642,88
569,25,17,1,999,571,88
570,26,17,1,999,948,88
571,27,17,1,999,416,143
572,28,17,1,999,282,143
573,29,17,1,999,49,299
574,30,17,1,999,7,299
575,31,17,1,999,373,143
576,0,18,1,999,925,88
577,1,18,1,999,523,88
578,2,18,1,999,893,88
579,3,18,1,999,101,299
580,4,18,1,999,93,299
581,5,18,1,999,833,88
582,6,18,1,999,106,299
583,7,18,1,999,51,299
584,8,18,1,999,404,143
585,9,18,1,999,924,88
586,10,18,1,999,689,88
587,11,18,1,999,99,299
588,12,18,1,999,837,88
589,13,18,1,999,843,88
590,14,18,1,999,800,88
591,15,18,1,999,902,88
592,16,18,1,999,239,143
593,17,18,1,999,979,88
594,18,18,1,999,320,143
595,19,18,1,999,802,88
596,20,18,1,999,579,88
597,21,18,1,999,779,88
598,22,18,1,999,627,88
599,23,18,1,999,642,88
600,24,18,1,999,616,88
601,25,18,1,999,778,88
602,26,18,1,999,739,88
603,27,18,1,999,134,299
604,28,18,1,999,826,88
605,29,18,1,999,536,88
606,30,18,1,999,323,143
607,31,18,1,999,514,88
608,0,19,1,999,966,88
609,1,19,1,999,857,88
610,2,19,1,999,833,88
611,3,19,1,999,462,143
612,4,19,1,999,784,88
613,5,19,1,999,385,143
614,6,19,1,999,686,88
615,7,19,1,999,639,88
616,8,19,1,999,249,143
617,9,19,1,999,266,143
618,10,19,1,999,61,299
619,11,19,1,999,139,299
620,12,19,1,999,433,143
621,13,19,1,999,477,143
622,14,19,1,999,165,299
623,15,19,1,999,416,143
624,16,19,1,999,604,88
625,17,19,1,999,232,143
626,18,19,1,999,338,143
627,19,19,1,999,367,143
628,20,19,1,999,505,88
629,21,19,1,999,366,143
630,22,19,1,999,736,88
631,23,19,1,999,327,143
632,24,19,1,999,433,143
633,25,19,1,999,379,143
634,26,19,1,999,182,299
635,27,19,1,999,685,88
636,28,19,1,999,235,143
637,29,19,1,999,296,143
638,30,19,1,999,792,88
639,31,19,1,999,948,88
