slot_id,x,y,z,max_weight,max_height,max_width,max_depth
109,36,0,1,3000,150,150,150
110,36,0,2,2000,150,150,150
111,37,0,0,4000,150,150,150
112,37,0,1,3000,150,150,150
113,37,0,2,2000,150,150,150
114,38,0,0,4000,150,150,150
115,38,0,1,3000,150,150,150
116,38,0,2,2000,150,150,150
117,39,0,0,4000,150,150,150
118,39,0,1,3000,150,150,150
119,39,0,2,2000,150,150,150
120,40,0,0,4000,150,150,150
121,40,0,1,3000,150,150,150
122,40,0,2,2000,150,150,150
123,41,0,0,4000,150,150,150
124,41,0,1,3000,150,150,150
125,41,0,2,2000,150,150,150
126,42,0,0,4000,150,150,150
127,42,0,1,3000,150,150,150
128,42,0,2,2000,150,150,150
129,43,0,0,4000,150,150,150
130,43,0,1,3000,150,150,150
131,43,0,2,2000,150,150,150
132,44,0,0,4000,150,150,150
133,44,0,1,3000,150,150,150
134,44,0,2,2000,150,150,150
135,45,0,0,4000,150,150,150
136,45,0,1,3000,150,150,150
137,45,0,2,2000,150,150,150
138,46,0,0,4000,150,150,150
139,46,0,1,3000,150,150,150
140,46,0,2,2000,150,150,150
141,47,0,0,4000,150,150,150
142,47,0,1,3000,150,150,150
143,47,0,2,2000,150,150,150
144,48,0,0,4000,150,150,150
145,48,0,1,3000,150,150,150
146,48,0,2,2000,150,150,150
147,49,0,0,4000,150,150,150
148,49,0,1,3000,150,150,150
149,49,0,2,2000,150,150,150
150,0,1,0,4000,150,150,150
151,0,1,1,3000,150,150,150
152,0,1,2,2000,150,150,150
153,1,1,0,4000,150,150,150
154,1,1,1,3000,150,150,150
155,1,1,2,2000,150,150,150
156,2,1,0,4000,150,150,150
157,2,1,1,3000,150,150,150
158,2,1,2,2000,150,150,150
159,3,1,0,4000,150,150,150
160,3,1,1,3000,150,150,150
161,3,1,2,2000,150,150,150
162,4,1,0,4000,150,150,150
163,4,1,1,3000,150,150,150
164,4,1,2,2000,150,150,150
165,5,1,0,4000,150,150,150
166,5,1,1,3000,150,150,150
167,5,1,2,2000,150,150,150
168,6,1,0,4000,150,150,150
169,6,1,1,3000,150,150,150
170,6,1,2,2000,150,150,150
171,7,1,0,4000,150,150,150
172,7,1,1,3000,150,150,150
173,7,1,2,2000,150,150,150
174,8,1,0,4000,150,150,150
175,8,1,1,3000,150,150,150
176,8,1,2,2000,150,150,150
177,9,1,0,4000,150,150,150
178,9,1,1,3000,150,150,150
179,9,1,2,2000,150,150,150
180,10,1,0,4000,150,150,150
181,10,1,1,3000,150,150,150
182,10,1,2,2000,150,150,150
183,11,1,0,4000,150,150,150
184,11,1,1,3000,150,150,150
185,11,1,2,2000,150,150,150
186,12,1,0,4000,150,150,150
187,12,1,1,3000,150,150,150
188,12,1,2,2000,150,150,150
189,13,1,0,4000,150,150,150
190,13,1,1,3000,150,150,150
191,13,1,2,2000,150,150,150
192,14,1,0,4000,150,150,150
193,14,1,1,3000,150,150,150
194,14,1,2,2000,150,150,150
195,15,1,0,4000,150,150,150
196,15,1,1,3000,150,150,150
197,15,1,2,2000,150,150,150
198,16,1,0,4000,150,150,150
199,16,1,1,3000,150,150,150
200,16,1,2,2000,150,150,150
201,17,1,0,4000,150,150,150
202,17,1,1,3000,150,150,150
203,17,1,2,2000,150,150,150
204,18,1,0,4000,150,150,150
205,18,1,1,3000,150,150,150
206,18,1,2,2000,150,150,150
207,19,1,0,4000,150,150,150
208,19,1,1,3000,150,150,150
209,19,1,2,2000,150,150,150
210,20,1,0,4000,150,150,150
211,20,1,1,3000,150,150,150
212,20,1,2,2000,150,150,150
213,21,1,0,4000,150,150,150
214,21,1,1,3000,150,150,150
215,21,1,2,2000,150,150,150
216,22,1,0,4000,150,150,150
217,22,1,1,3000,150,150,150
218,22,1,2,2000,150,150,150
219,23,1,0,4000,150,150,150
220,23,1,1,3000,150,150,150
221,23,1,2,2000,150,150,150
222,24,1,0,4000,150,150,150
223,24,1,1,3000,150,150,150
224,24,1,2,2000,150,150,150
225,25,1,0,4000,150,150,150
226,25,1,1,3000,150,150,150
227,25,1,2,2000,150,150,150
228,26,1,0,4000,150,150,150
229,26,1,1,3000,150,150,150
230,26,1,2,2000,150,150,150
231,27,1,0,4000,150,150,150
232,27,1,1,3000,150,150,150
233,27,1,2,2000,150,150,150
234,28,1,0,4000,150,150,150
235,28,1,1,3000,150,150,150
236,28,1,2,2000,150,150,150
237,29,1,0,4000,150,150,150
238,29,1,1,3000,150,150,150
239,29,1,2,2000,150,150,150
240,30,1,0,4000,150,150,150
241,30,1,1,3000,150,150,150
242,30,1,2,2000,150,150,150
243,31,1,0,4000,150,150,150
244,31,1,1,3000,150,150,150
245,31,1,2,2000,150,150,150
246,32,1,0,4000,150,150,150
247,32,1,1,3000,150,150,150
248,32,1,2,2000,150,150,150
249,33,1,0,4000,150,150,150
250,33,1,1,3000,150,150,150
251,33,1,2,2000,150,150,150
252,34,1,0,4000,150,150,150
253,34,1,1,3000,150,150,150
254,34,1,2,2000,150,150,150
255,35,1,0,4000,150,150,150
256,35,1,1,3000,150,150,150
257,35,1,2,2000,150,150,150
258,36,1,0,4000,150,150,150
259,36,1,1,3000,150,150,150
260,36,1,2,2000,150,150,150
261,37,1,0,4000,150,150,150
262,37,1,1,3000,150,150,150
263,37,1,2,2000,150,150,150
264,38,1,0,4000,150,150,150
265,38,1,1,3000,150,150,150
266,38,1,2,2000,150,150,150
267,39,1,0,4000,150,150,150
268,39,1,1,3000,150,150,150
269,39,1,2,2000,150,150,150
270,40,1,0,4000,150,150,150
271,40,1,1,3000,150,150,150
272,40,1,2,2000,150,150,150
273,41,1,0,4000,150,150,150
274,41,1,1,3000,150,150,150
275,41,1,2,2000,150,150,150
276,42,1,0,4000,150,150,150
277,42,1,1,3000,150,150,150
278,42,1,2,2000,150,150,150
279,43,1,0,4000,150,150,150
280,43,1,1,3000,150,150,150
281,43,1,2,2000,150,150,150
282,44,1,0,4000,150,150,150
283,44,1,1,3000,150,150,150
284,44,1,2,2000,150,150,150
285,45,1,0,4000,150,150,150
286,45,1,1,3000,150,150,150
287,45,1,2,2000,150,150,150
288,46,1,0,4000,150,150,150
289,46,1,1,3000,150,150,150
290,46,1,2,2000,150,150,150
291,47,1,0,4000,150,150,150
292,47,1,1,3000,150,150,150
293,47,1,2,2000,150,150,150
294,48,1,0,4000,150,150,150
295,48,1,1,3000,150,150,150
296,48,1,2,2000,150,150,150
297,49,1,0,4000,150,150,150
298,49,1,1,3000,150,150,150
299,49,1,2,2000,150,150,150
300,0,2,0,4000,150,150,150
301,0,2,1,3000,150,150,150
302,0,2,2,2000,150,150,150
303,1,2,0,4000,150,150,150
304,1,2,1,3000,150,150,150
305,1,2,2,2000,150,150,150
306,2,2,0,4000,150,150,150
307,2,2,1,3000,150,150,150
308,2,2,2,2000,150,150,150
309,3,2,0,4000,150,150,150
310,3,2,1,3000,150,150,150
311,3,2,2,2000,150,150,150
312,4,2,0,4000,150,150,150
313,4,2,1,3000,150,150,150
314,4,2,2,2000,150,150,150
315,5,2,0,4000,150,150,150
316,5,2,1,3000,150,150,150
317,5,2,2,2000,150,150,150
318,6,2,0,4000,150,150,150
319,6,2,1,3000,150,150,150
320,6,2,2,2000,150,150,150
321,7,2,0,4000,150,150,150
322,7,2,1,3000,150,150,150
323,7,2,2,2000,150,150,150
324,8,2,0,4000,150,150,150
325,8,2,1,3000,150,150,150
326,8,2,2,2000,150,150,150
327,9,2,0,4000,150,150,150
328,9,2,1,3000,150,150,150
329,9,2,2,2000,150,150,150
330,10,2,0,4000,150,150,150
331,10,2,1,3000,150,150,150
332,10,2,2,2000,150,150,150
333,11,2,0,4000,150,150,150
334,11,2,1,3000,150,150,150
335,11,2,2,2000,150,150,150
336,12,2,0,4000,150,150,150
337,12,2,1,3000,150,150,150
338,12,2,2,2000,150,150,150
339,13,2,0,4000,150,150,150
340,13,2,1,3000,150,150,150
341,13,2,2,2000,150,150,150
342,14,2,0,4000,150,150,150
343,14,2,1,3000,150,150,150
344,14,2,2,2000,150,150,150
345,15,2,0,4000,150,150,150
346,15,2,1,3000,150,150,150
347,15,2,2,2000,150,150,150
348,16,2,0,4000,150,150,150
349,16,2,1,3000,150,150,150
350,16,2,2,2000,150,150,150
351,17,2,0,4000,150,150,150
352,17,2,1,3000,150,150,150
353,17,2,2,2000,150,150,150
354,18,2,0,4000,150,150,150
355,18,2,1,3000,150,150,150
356,18,2,2,2000,150,150,150
357,19,2,0,4000,150,150,150
358,19,2,1,3000,150,150,150
359,19,2,2,2000,150,150,150
360,20,2,0,4000,150,150,150
361,20,2,1,3000,150,150,150
362,20,2,2,2000,150,150,150
363,21,2,0,4000,150,150,150
364,21,2,1,3000,150,150,150
365,21,2,2,2000,150,150,150
366,22,2,0,4000,150,150,150
367,22,2,1,3000,150,150,150
368,22,2,2,2000,150,150,150
369,23,2,0,4000,150,150,150
370,23,2,1,3000,150,150,150
371,23,2,2,2000,150,150,150
372,24,2,0,4000,150,150,150
373,24,2,1,3000,150,150,150
374,24,2,2,2000,150,150,150
375,25,2,0,4000,150,150,150
376,25,2,1,3000,150,150,150
377,25,2,2,2000,150,150,150
378,26,2,0,4000,150,150,150
379,26,2,1,3000,150,150,150
380,26,2,2,2000,150,150,150
381,27,2,0,4000,150,150,150
382,27,2,1,3000,150,150,150
383,27,2,2,2000,150,150,150
384,28,2,0,4000,150,150,150
385,28,2,1,3000,150,150,150
386,28,2,2,2000,150,150,150
387,29,2,0,4000,150,150,150
388,29,2,1,3000,150,150,150
389,29,2,2,2000,150,150,150
390,30,2,0,4000,150,150,150
391,30,2,1,3000,150,150,150
392,30,2,2,2000,150,150,150
393,31,2,0,4000,150,150,150
394,31,2,1,3000,150,150,150
395,31,2,2,2000,150,150,150
396,32,2,0,4000,150,150,150
397,32,2,1,3000,150,150,150
398,32,2,2,2000,150,150,150
399,33,2,0,4000,150,150,150
400,33,2,1,3000,150,150,150
401,33,2,2,2000,150,150,150
402,34,2,0,4000,150,150,150
403,34,2,1,3000,150,150,150
404,34,2,2,2000,150,150,150
405,35,2,0,4000,150,150,150
406,35,2,1,3000,150,150,150
407,35,2,2,2000,150,150,150
408,36,2,0,4000,150,150,150
409,36,2,1,3000,150,150,150
410,36,2,2,2000,150,150,150
411,37,2,0,4000,150,150,150
412,37,2,1,3000,150,150,150
413,37,2,2,2000,150,150,150
414,38,2,0,4000,150,150,150
415,38,2,1,3000,150,150,150
416,38,2,2,2000,150,150,150
417,39,2,0,4000,150,150,150
418,39,2,1,3000,150,150,150
419,39,2,2,2000,150,150,150
420,40,2,0,4000,150,150,150
421,40,2,1,3000,150,150,150
422,40,2,2,2000,150,150,150
423,41,2,0,4000,150,150,150
424,41,2,1,3000,150,150,150
425,41,2,2,2000,150,150,150
426,42,2,0,4000,150,150,150
427,42,2,1,3000,150,150,150
428,42,2,2,2000,150,150,150
429,43,2,0,4000,150,150,150
430,43,2,1,3000,150,150,150
431,43,2,2,2000,150,150,150
432,44,2,0,4000,150,150,150
433,44,2,1,3000,150,150,150
434,44,2,2,2000,150,150,150
435,45,2,0,4000,150,150,150
436,45,2,1,3000,150,150,150
437,45,2,2,2000,150,150,150
438,46,2,0,4000,150,150,150
439,46,2,1,3000,150,150,150
440,46,2,2,2000,150,150,150
441,47,2,0,4000,150,150,150
442,47,2,1,3000,150,150,150
443,47,2,2,2000,150,150,150
444,48,2,0,4000,150,150,150
445,48,2,1,3000,150,150,150
446,48,2,2,2000,150,150,150
447,49,2,0,4000,150,150,150
448,49,2,1,3000,150,150,150
449,49,2,2,2000,150,150,150
450,0,3,0,4000,150,150,150
451,0,3,1,3000,150,150,150
452,0,3,2,2000,150,150,150
453,1,3,0,4000,150,150,150
454,1,3,1,3000,150,150,150
455,1,3,2,2000,150,150,150
456,2,3,0,4000,150,150,150
457,2,3,1,3000,150,150,150
458,2,3,2,2000,150,150,150
459,3,3,0,4000,150,150,150
460,3,3,1,3000,150,150,150
461,3,3,2,2000,150,150,150
462,4,3,0,4000,150,150,150
463,4,3,1,3000,150,150,150
464,4,3,2,2000,150,150,150
465,5,3,0,4000,150,150,150
466,5,3,1,3000,150,150,150
467,5,3,2,2000,150,150,150
468,6,3,0,4000,150,150,150
469,6,3,1,3000,150,150,150
470,6,3,2,2000,150,150,150
471,7,3,0,4000,150,150,150
472,7,3,1,3000,150,150,150
473,7,3,2,2000,150,150,150
474,8,3,0,4000,150,150,150
475,8,3,1,3000,150,150,150
476,8,3,2,2000,150,150,150
477,9,3,0,4000,150,150,150
478,9,3,1,3000,150,150,150
479,9,3,2,2000,150,150,150
480,10,3,0,4000,150,150,150
481,10,3,1,3000,150,150,150
482,10,3,2,2000,150,150,150
483,11,3,0,4000,150,150,150
484,11,3,1,3000,150,150,150
485,11,3,2,2000,150,150,150
486,12,3,0,4000,150,150,150
487,12,3,1,3000,150,150,150
488,12,3,2,2000,150,150,150
489,13,3,0,4000,150,150,150
490,13,3,1,3000,150,150,150
491,13,3,2,2000,150,150,150
492,14,3,0,4000,150,150,150
493,14,3,1,3000,150,150,150
494,14,3,2,2000,150,150,150
495,15,3,0,4000,150,150,150
496,15,3,1,3000,150,150,150
497,15,3,2,2000,150,150,150
498,16,3,0,4000,150,150,150
499,16,3,1,3000,150,150,150
500,16,3,2,2000,150,150,150
501,17,3,0,4000,150,150,150
502,17,3,1,3000,150,150,150
503,17,3,2,2000,150,150,150
504,18,3,0,4000,150,150,150
505,18,3,1,3000,150,150,150
506,18,3,2,2000,150,150,150
507,19,3,0,4000,150,150,150
508,19,3,1,3000,150,150,150
509,19,3,2,2000,150,150,150
510,20,3,0,4000,150,150,150
511,20,3,1,3000,150,150,150
512,20,3,2,2000,150,150,150
513,21,3,0,4000,150,150,150
514,21,3,1,3000,150,150,150
515,21,3,2,2000,150,150,150
516,22,3,0,4000,150,150,150
517,22,3,1,3000,150,150,150
518,22,3,2,2000,150,150,150
519,23,3,0,4000,150,150,150
520,23,3,1,3000,150,150,150
521,23,3,2,2000,150,150,150
522,24,3,0,4000,150,150,150
523,24,3,1,3000,150,150,150
524,24,3,2,2000,150,150,150
525,25,3,0,4000,150,150,150
526,25,3,1,3000,150,150,150
527,25,3,2,2000,150,150,150
528,26,3,0,4000,150,150,150
529,26,3,1,3000,150,150,150
530,26,3,2,2000,150,150,150
531,27,3,0,4000,150,150,150
532,27,3,1,3000,150,150,150
533,27,3,2,2000,150,150,150
534,28,3,0,4000,150,150,150
535,28,3,1,3000,150,150,150
536,28,3,2,2000,150,150,150
537,29,3,0,4000,150,150,150
538,29,3,1,3000,150,150,150
539,29,3,2,2000,150,150,150
540,30,3,0,4000,150,150,150
541,30,3,1,3000,150,150,150
542,30,3,2,2000,150,150,150
543,31,3,0,4000,150,150,150
544,31,3,1,3000,150,150,150
545,31,3,2,2000,150,150,150
546,32,3,0,4000,150,150,150
547,32,3,1,3000,150,150,150
548,32,3,2,2000,150,150,150
549,33,3,0,4000,150,150,150
550,33,3,1,3000,150,150,150
551,33,3,2,2000,150,150,150
552,34,3,0,4000,150,150,150
553,34,3,1,3000,150,150,150
554,34,3,2,2000,150,150,150
555,35,3,0,4000,150,150,150
556,35,3,1,3000,150,150,150
557,35,3,2,2000,150,150,150
558,36,3,0,4000,150,150,150
559,36,3,1,3000,150,150,150
560,36,3,2,2000,150,150,150
561,37,3,0,4000,150,150,150
562,37,3,1,3000,150,150,150
563,37,3,2,2000,150,150,150
564,38,3,0,4000,150,150,150
565,38,3,1,3000,150,150,150
566,38,3,2,2000,150,150,150
567,39,3,0,4000,150,150,150
568,39,3,1,3000,150,150,150
569,39,3,2,2000,150,150,150
570,40,3,0,4000,150,150,150
571,40,3,1,3000,150,150,150
572,40,3,2,2000,150,150,150
573,41,3,0,4000,150,150,150
574,41,3,1,3000,150,150,150
575,41,3,2,2000,150,150,150
576,42,3,0,4000,150,150,150
577,42,3,1,3000,150,150,150
578,42,3,2,2000,150,150,150
579,43,3,0,4000,150,150,150
580,43,3,1,3000,150,150,150
581,43,3,2,2000,150,150,150
582,44,3,0,4000,150,150,150
583,44,3,1,3000,150,150,150
584,44,3,2,2000,150,150,150
585,45,3,0,4000,150,150,150
586,45,3,1,3000,150,150,150
587,45,3,2,2000,150,150,150
588,46,3,0,4000,150,150,150
589,46,3,1,3000,150,150,150
590,46,3,2,2000,150,150,150
591,47,3,0,4000,150,150,150
592,47,3,1,3000,150,150,150
593,47,3,2,2000,150,150,150
594,48,3,0,4000,150,150,150
595,48,3,1,3000,150,150,150
596,48,3,2,2000,150,150,150
597,49,3,0,4000,150,150,150
598,49,3,1,3000,150,150,150
599,49,3,2,2000,150,150,150
600,0,4,0,4000,150,150,150
601,0,4,1,3000,150,150,150
602,0,4,2,2000,150,150,150
603,1,4,0,4000,150,150,150
604,1,4,1,3000,150,150,150
605,1,4,2,2000,150,150,150
606,2,4,0,4000,150,150,150
607,2,4,1,3000,150,150,150
608,2,4,2,2000,150,150,150
609,3,4,0,4000,150,150,150
610,3,4,1,3000,150,150,150
611,3,4,2,2000,150,150,150
612,4,4,0,4000,150,150,150
613,4,4,1,3000,150,150,150
614,4,4,2,2000,150,150,150
615,5,4,0,4000,150,150,150
616,5,4,1,3000,150,150,150
617,5,4,2,2000,150,150,150
618,6,4,0,4000,150,150,150
619,6,4,1,3000,150,150,150
620,6,4,2,2000,150,150,150
621,7,4,0,4000,150,150,150
622,7,4,1,3000,150,150,150
623,7,4,2,2000,150,150,150
624,8,4,0,4000,150,150,150
625,8,4,1,3000,150,150,150
626,8,4,2,2000,150,150,150
627,9,4,0,4000,150,150,150
628,9,4,1,3000,150,150,150
629,9,4,2,2000,150,150,150
630,10,4,0,4000,150,150,150
631,10,4,1,3000,150,150,150
632,10,4,2,2000,150,150,150
633,11,4,0,4000,150,150,150
634,11,4,1,3000,150,150,150
635,11,4,2,2000,150,150,150
636,12,4,0,4000,150,150,150
637,12,4,1,3000,150,150,150
638,12,4,2,2000,150,150,150
639,13,4,0,4000,150,150,150
640,13,4,1,3000,150,150,150
641,13,4,2,2000,150,150,150
642,14,4,0,4000,150,150,150
643,14,4,1,3000,150,150,150
644,14,4,2,2000,150,150,150
645,15,4,0,4000,150,150,150
646,15,4,1,3000,150,150,150
647,15,4,2,2000,150,150,150
648,16,4,0,4000,150,150,150
649,16,4,1,3000,150,150,150
650,16,4,2,2000,150,150,150
651,17,4,0,4000,150,150,150
652,17,4,1,3000,150,150,150
653,17,4,2,2000,150,150,150
654,18,4,0,4000,150,150,150
655,18,4,1,3000,150,150,150
656,18,4,2,2000,150,150,150
657,19,4,0,4000,150,150,150
658,19,4,1,3000,150,150,150
659,19,4,2,2000,150,150,150
660,20,4,0,4000,150,150,150
661,20,4,1,3000,150,150,150
662,20,4,2,2000,150,150,150
663,21,4,0,4000,150,150,150
664,21,4,1,3000,150,150,150
665,21,4,2,2000,150,150,150
666,22,4,0,4000,150,150,150
667,22,4,1,3000,150,150,150
668,22,4,2,2000,150,150,150
669,23,4,0,4000,150,150,150
670,23,4,1,3000,150,150,150
671,23,4,2,2000,150,150,150
672,24,4,0,4000,150,150,150
673,24,4,1,3000,150,150,150
674,24,4,2,2000,150,150,150
675,25,4,0,4000,150,150,150
676,25,4,1,3000,150,150,150
677,25,4,2,2000,150,150,150
678,26,4,0,4000,150,150,150
679,26,4,1,3000,150,150,150
680,26,4,2,2000,150,150,150
681,27,4,0,4000,150,150,150
682,27,4,1,3000,150,150,150
683,27,4,2,2000,150,150,150
684,28,4,0,4000,150,150,150
685,28,4,1,3000,150,150,150
686,28,4,2,2000,150,150,150
687,29,4,0,4000,150,150,150
688,29,4,1,3000,150,150,150
689,29,4,2,2000,150,150,150
690,30,4,0,4000,150,150,150
691,30,4,1,3000,150,150,150
692,30,4,2,2000,150,150,150
693,31,4,0,4000,150,150,150
694,31,4,1,3000,150,150,150
695,31,4,2,2000,150,150,150
696,32,4,0,4000,150,150,150
697,32,4,1,3000,150,150,150
698,32,4,2,2000,150,150,150
699,33,4,0,4000,150,150,150
700,33,4,1,3000,150,150,150
701,33,4,2,2000,150,150,150
702,34,4,0,4000,150,150,150
703,34,4,1,3000,150,150,150
704,34,4,2,2000,150,150,150
705,35,4,0,4000,150,150,150
706,35,4,1,3000,150,150,150
707,35,4,2,2000,150,150,150
708,36,4,0,4000,150,150,150
709,36,4,1,3000,150,150,150
710,36,4,2,2000,150,150,150
711,37,4,0,4000,150,150,150
712,37,4,1,3000,150,150,150
713,37,4,2,2000,150,150,150
714,38,4,0,4000,150,150,150
715,38,4,1,3000,150,150,150
716,38,4,2,2000,150,150,150
717,39,4,0,4000,150,150,150
718,39,4,1,3000,150,150,150
719,39,4,2,2000,150,150,150
720,40,4,0,4000,150,150,150
721,40,4,1,3000,150,150,150
722,40,4,2,2000,150,150,150
723,41,4,0,4000,150,150,150
724,41,4,1,3000,150,150,150
725,41,4,2,2000,150,150,150
726,42,4,0,4000,150,150,150
727,42,4,1,3000,150,150,150
728,42,4,2,2000,150,150,150
729,43,4,0,4000,150,150,150
730,43,4,1,3000,150,150,150
731,43,4,2,2000,150,150,150
732,44,4,0,4000,150,150,150
733,44,4,1,3000,150,150,150
734,44,4,2,2000,150,150,150
735,45,4,0,4000,150,150,150
736,45,4,1,3000,150,150,150
737,45,4,2,2000,150,150,150
738,46,4,0,4000,150,150,150
739,46,4,1,3000,150,150,150
740,46,4,2,2000,150,150,150
741,47,4,0,4000,150,150,150
742,47,4,1,3000,150,150,150
743,47,4,2,2000,150,150,150
744,48,4,0,4000,150,150,150
745,48,4,1,3000,150,150,150
746,48,4,2,2000,150,150,150
747,49,4,0,4000,150,150,150
748,49,4,1,3000,150,150,150
749,49,4,2,2000,150,150,150
750,0,5,0,4000,150,150,150
751,0,5,1,3000,150,150,150
752,0,5,2,2000,150,150,150
753,1,5,0,4000,150,150,150
754,1,5,1,3000,150,150,150
755,1,5,2,2000,150,150,150
756,2,5,0,4000,150,150,150
757,2,5,1,3000,150,150,150
758,2,5,2,2000,150,150,150
759,3,5,0,4000,150,150,150
760,3,5,1,3000,150,150,150
761,3,5,2,2000,150,150,150
762,4,5,0,4000,150,150,150
763,4,5,1,3000,150,150,150
764,4,5,2,2000,150,150,150
765,5,5,0,4000,150,150,150
766,5,5,1,3000,150,150,150
767,5,5,2,2000,150,150,150
768,6,5,0,4000,150,150,150
769,6,5,1,3000,150,150,150
770,6,5,2,2000,150,150,150
771,7,5,0,4000,150,150,150
772,7,5,1,3000,150,150,150
773,7,5,2,2000,150,150,150
774,8,5,0,4000,150,150,150
775,8,5,1,3000,150,150,150
776,8,5,2,2000,150,150,150
777,9,5,0,4000,150,150,150
778,9,5,1,3000,150,150,150
779,9,5,2,2000,150,150,150
780,10,5,0,4000,150,150,150
781,10,5,1,3000,150,150,150
782,10,5,2,2000,150,150,150
783,11,5,0,4000,150,150,150
784,11,5,1,3000,150,150,150
785,11,5,2,2000,150,150,150
786,12,5,0,4000,150,150,150
787,12,5,1,3000,150,150,150
788,12,5,2,2000,150,150,150
789,13,5,0,4000,150,150,150
790,13,5,1,3000,150,150,150
791,13,5,2,2000,150,150,150
792,14,5,0,4000,150,150,150
793,14,5,1,3000,150,150,150
794,14,5,2,2000,150,150,150
795,15,5,0,4000,150,150,150
796,15,5,1,3000,150,150,150
797,15,5,2,2000,150,150,150
798,16,5,0,4000,150,150,150
799,16,5,1,3000,150,150,150
800,16,5,2,2000,150,150,150
801,17,5,0,4000,150,150,150
802,17,5,1,3000,150,150,150
803,17,5,2,2000,150,150,150
804,18,5,0,4000,150,150,150
805,18,5,1,3000,150,150,150
806,18,5,2,2000,150,150,150
807,19,5,0,4000,150,150,150
808,19,5,1,3000,150,150,150
809,19,5,2,2000,150,150,150
810,20,5,0,4000,150,150,150
811,20,5,1,3000,150,150,150
812,20,5,2,2000,150,150,150
813,21,5,0,4000,150,150,150
814,21,5,1,3000,150,150,150
815,21,5,2,2000,150,150,150
816,22,5,0,4000,150,150,150
817,22,5,1,3000,150,150,150
818,22,5,2,2000,150,150,150
819,23,5,0,4000,150,150,150
