slot_id,x,y,z,sku_id,number,class
462,4,3,0,10,1.0,A
463,4,3,1,10,1.0,A
464,4,3,2,10,1.0,A
465,5,3,0,10,1.0,A
466,5,3,1,10,1.0,A
467,5,3,2,10,1.0,A
468,6,3,0,10,1.0,A
469,6,3,1,10,1.0,A
470,6,3,2,10,1.0,A
471,7,3,0,10,1.0,A
472,7,3,1,10,1.0,A
473,7,3,2,10,1.0,A
474,8,3,0,10,1.0,A
475,8,3,1,10,1.0,A
476,8,3,2,10,1.0,A
477,9,3,0,10,1.0,A
478,9,3,1,10,1.0,A
479,9,3,2,10,1.0,A
480,10,3,0,10,1.0,A
481,10,3,1,10,1.0,A
482,10,3,2,10,1.0,A
483,11,3,0,10,1.0,A
484,11,3,1,10,1.0,A
485,11,3,2,10,1.0,A
486,12,3,0,10,1.0,A
487,12,3,1,10,1.0,A
488,12,3,2,10,1.0,A
489,13,3,0,10,1.0,A
490,13,3,1,10,1.0,A
491,13,3,2,10,1.0,A
492,14,3,0,10,1.0,A
493,14,3,1,10,1.0,A
494,14,3,2,10,1.0,A
495,15,3,0,10,1.0,A
496,15,3,1,10,1.0,A
497,15,3,2,10,1.0,A
498,16,3,0,10,1.0,A
499,16,3,1,10,1.0,A
500,16,3,2,10,1.0,A
501,17,3,0,10,1.0,A
502,17,3,1,10,1.0,A
503,17,3,2,10,1.0,A
504,18,3,0,10,1.0,A
505,18,3,1,10,1.0,A
506,18,3,2,10,1.0,A
507,19,3,0,10,1.0,A
508,19,3,1,10,1.0,A
509,19,3,2,10,1.0,A
510,20,3,0,10,1.0,A
511,20,3,1,10,1.0,A
512,20,3,2,10,1.0,A
513,21,3,0,10,1.0,A
514,21,3,1,10,1.0,A
515,21,3,2,10,1.0,A
516,22,3,0,10,1.0,A
517,22,3,1,10,1.0,A
518,22,3,2,10,1.0,A
519,23,3,0,10,1.0,A
520,23,3,1,10,1.0,A
521,23,3,2,10,1.0,A
522,24,3,0,10,1.0,A
523,24,3,1,10,1.0,A
524,24,3,2,10,1.0,A
525,25,3,0,10,1.0,A
526,25,3,1,10,1.0,A
527,25,3,2,10,1.0,A
528,26,3,0,10,1.0,A
529,26,3,1,10,1.0,A
530,26,3,2,10,1.0,A
531,27,3,0,10,1.0,A
532,27,3,1,10,1.0,A
533,27,3,2,10,1.0,A
534,28,3,0,10,1.0,A
535,28,3,1,10,1.0,A
536,28,3,2,10,1.0,A
537,29,3,0,10,1.0,A
538,29,3,1,10,1.0,A
539,29,3,2,10,1.0,A
540,30,3,0,10,1.0,A
541,30,3,1,10,1.0,A
542,30,3,2,10,1.0,A
543,31,3,0,10,1.0,A
544,31,3,1,10,1.0,A
545,31,3,2,10,1.0,A
546,32,3,0,10,1.0,A
547,32,3,1,10,1.0,A
548,32,3,2,10,1.0,A
549,33,3,0,10,1.0,A
550,33,3,1,10,1.0,A
551,33,3,2,10,1.0,A
552,34,3,0,10,1.0,A
553,34,3,1,10,1.0,A
554,34,3,2,10,1.0,A
555,35,3,0,10,1.0,A
556,35,3,1,10,1.0,A
557,35,3,2,10,1.0,A
558,36,3,0,10,1.0,A
559,36,3,1,10,1.0,A
560,36,3,2,10,1.0,A
561,37,3,0,10,1.0,A
562,37,3,1,10,1.0,A
563,37,3,2,10,1.0,A
564,38,3,0,10,1.0,A
565,38,3,1,10,1.0,A
566,38,3,2,10,1.0,A
567,39,3,0,10,1.0,A
568,39,3,1,10,1.0,A
569,39,3,2,10,1.0,A
570,40,3,0,10,1.0,A
571,40,3,1,10,1.0,A
572,40,3,2,10,1.0,A
573,41,3,0,10,1.0,A
574,41,3,1,10,1.0,A
575,41,3,2,10,1.0,A
576,42,3,0,10,1.0,A
577,42,3,1,10,1.0,A
578,42,3,2,10,1.0,A
579,43,3,0,10,1.0,A
580,43,3,1,10,1.0,A
581,43,3,2,10,1.0,A
582,44,3,0,10,1.0,A
583,44,3,1,10,1.0,A
584,44,3,2,10,1.0,A
585,45,3,0,10,1.0,A
586,45,3,1,10,1.0,A
587,45,3,2,10,1.0,A
588,46,3,0,10,1.0,A
589,46,3,1,10,1.0,A
590,46,3,2,10,1.0,A
591,47,3,0,10,1.0,A
592,47,3,1,10,1.0,A
593,47,3,2,10,1.0,A
594,48,3,0,10,1.0,A
595,48,3,1,10,1.0,A
596,48,3,2,10,1.0,A
597,49,3,0,10,1.0,A
598,49,3,1,10,1.0,A
599,49,3,2,10,1.0,A
600,0,4,0,10,1.0,A
601,0,4,1,10,1.0,A
602,0,4,2,10,1.0,A
603,1,4,0,10,1.0,A
604,1,4,1,10,1.0,A
605,1,4,2,10,1.0,A
606,2,4,0,10,1.0,A
607,2,4,1,10,1.0,A
608,2,4,2,10,1.0,A
609,3,4,0,10,1.0,A
610,3,4,1,10,1.0,A
611,3,4,2,10,1.0,A
612,4,4,0,10,1.0,A
613,4,4,1,10,1.0,A
614,4,4,2,10,1.0,A
615,5,4,0,10,1.0,A
616,5,4,1,10,1.0,A
617,5,4,2,10,1.0,A
618,6,4,0,10,1.0,A
619,6,4,1,10,1.0,A
620,6,4,2,10,1.0,A
621,7,4,0,10,1.0,A
622,7,4,1,10,1.0,A
623,7,4,2,10,1.0,A
624,8,4,0,10,1.0,A
625,8,4,1,10,1.0,A
626,8,4,2,10,1.0,A
627,9,4,0,10,1.0,A
628,9,4,1,10,1.0,A
629,9,4,2,10,1.0,A
630,10,4,0,10,1.0,A
631,10,4,1,10,1.0,A
632,10,4,2,10,1.0,A
633,11,4,0,10,1.0,A
634,11,4,1,10,1.0,A
635,11,4,2,10,1.0,A
636,12,4,0,10,1.0,A
637,12,4,1,10,1.0,A
638,12,4,2,10,1.0,A
639,13,4,0,10,1.0,A
640,13,4,1,10,1.0,A
641,13,4,2,10,1.0,A
642,14,4,0,10,1.0,A
643,14,4,1,10,1.0,A
644,14,4,2,10,1.0,A
645,15,4,0,10,1.0,A
646,15,4,1,10,1.0,A
647,15,4,2,10,1.0,A
648,16,4,0,10,1.0,A
649,16,4,1,10,1.0,A
650,16,4,2,10,1.0,A
651,17,4,0,10,1.0,A
652,17,4,1,10,1.0,A
653,17,4,2,10,1.0,A
654,18,4,0,10,1.0,A
655,18,4,1,10,1.0,A
656,18,4,2,10,1.0,A
657,19,4,0,10,1.0,A
658,19,4,1,10,1.0,A
659,19,4,2,10,1.0,A
660,20,4,0,10,1.0,A
661,20,4,1,10,1.0,A
662,20,4,2,10,1.0,A
663,21,4,0,10,1.0,A
664,21,4,1,10,1.0,A
665,21,4,2,10,1.0,A
666,22,4,0,10,1.0,A
667,22,4,1,10,1.0,A
668,22,4,2,10,1.0,A
669,23,4,0,10,1.0,A
670,23,4,1,10,1.0,A
671,23,4,2,10,1.0,A
672,24,4,0,10,1.0,A
673,24,4,1,11,435.0,A
674,24,4,2,12,4.0,A
675,25,4,0,12,4.0,A
676,25,4,1,12,4.0,A
677,25,4,2,12,4.0,A
678,26,4,0,12,4.0,A
679,26,4,1,12,4.0,A
680,26,4,2,12,4.0,A
681,27,4,0,12,4.0,A
682,27,4,1,12,4.0,A
683,27,4,2,12,4.0,A
684,28,4,0,12,4.0,A
685,28,4,1,12,4.0,A
686,28,4,2,12,4.0,A
687,29,4,0,12,4.0,A
688,29,4,1,12,4.0,A
689,29,4,2,12,4.0,A
690,30,4,0,12,4.0,A
691,30,4,1,12,4.0,A
692,30,4,2,12,4.0,A
693,31,4,0,12,4.0,A
694,31,4,1,12,4.0,A
695,31,4,2,12,4.0,A
696,32,4,0,12,4.0,A
697,32,4,1,12,4.0,A
698,32,4,2,12,4.0,A
699,33,4,0,12,4.0,A
700,33,4,1,12,4.0,A
701,33,4,2,12,4.0,A
702,34,4,0,12,4.0,A
703,34,4,1,12,4.0,A
704,34,4,2,12,4.0,A
705,35,4,0,12,4.0,A
706,35,4,1,12,4.0,A
707,35,4,2,12,4.0,A
708,36,4,0,12,4.0,A
709,36,4,1,12,4.0,A
710,36,4,2,12,4.0,A
711,37,4,0,12,4.0,A
712,37,4,1,12,4.0,A
713,37,4,2,12,4.0,A
714,38,4,0,12,4.0,A
715,38,4,1,12,4.0,A
716,38,4,2,12,4.0,A
717,39,4,0,12,4.0,A
718,39,4,1,12,4.0,A
719,39,4,2,12,4.0,A
720,40,4,0,12,4.0,A
721,40,4,1,12,4.0,A
722,40,4,2,12,4.0,A
723,41,4,0,12,4.0,A
724,41,4,1,12,4.0,A
725,41,4,2,12,4.0,A
726,42,4,0,12,4.0,A
727,42,4,1,12,4.0,A
728,42,4,2,12,4.0,A
729,43,4,0,12,4.0,A
730,43,4,1,12,4.0,A
731,43,4,2,12,4.0,A
732,44,4,0,12,4.0,A
733,44,4,1,12,4.0,A
734,44,4,2,12,4.0,A
735,45,4,0,12,4.0,A
736,45,4,1,12,4.0,A
737,45,4,2,12,4.0,A
738,46,4,0,12,4.0,A
739,46,4,1,12,4.0,A
740,46,4,2,12,4.0,A
741,47,4,0,13,25.0,A
742,47,4,1,13,25.0,A
743,47,4,2,13,21.0,A
744,48,4,0,13,25.0,A
745,48,4,1,13,25.0,A
746,48,4,2,13,21.0,A
747,49,4,0,14,2.0,A
748,49,4,1,14,2.0,A
749,49,4,2,14,2.0,A
750,0,5,0,14,2.0,A
751,0,5,1,14,2.0,A
752,0,5,2,14,2.0,A
753,1,5,0,14,2.0,A
754,1,5,1,14,2.0,A
755,1,5,2,14,2.0,A
756,2,5,0,14,2.0,A
757,2,5,1,14,2.0,A
758,2,5,2,14,2.0,A
759,3,5,0,14,2.0,A
760,3,5,1,14,2.0,A
761,3,5,2,14,2.0,A
762,4,5,0,14,2.0,A
763,4,5,1,14,2.0,A
764,4,5,2,14,2.0,A
765,5,5,0,14,2.0,A
766,5,5,1,14,2.0,A
767,5,5,2,14,2.0,A
768,6,5,0,14,2.0,A
769,6,5,1,14,2.0,A
770,6,5,2,14,2.0,A
771,7,5,0,14,2.0,A
772,7,5,1,14,2.0,A
773,7,5,2,14,2.0,A
774,8,5,0,14,2.0,A
775,8,5,1,14,2.0,A
776,8,5,2,14,2.0,A
777,9,5,0,14,2.0,A
778,9,5,1,14,2.0,A
779,9,5,2,14,2.0,A
780,10,5,0,14,2.0,A
781,10,5,1,14,2.0,A
782,10,5,2,14,2.0,A
783,11,5,0,14,2.0,A
784,11,5,1,14,2.0,A
785,11,5,2,14,2.0,A
786,12,5,0,14,2.0,A
787,12,5,1,14,2.0,A
788,12,5,2,14,2.0,A
789,13,5,0,14,2.0,A
790,13,5,1,14,2.0,A
791,13,5,2,14,2.0,A
792,14,5,0,14,2.0,A
793,14,5,1,14,2.0,A
794,14,5,2,14,2.0,A
795,15,5,0,14,2.0,A
796,15,5,1,14,2.0,A
797,15,5,2,14,2.0,A
798,16,5,0,14,2.0,A
799,16,5,1,14,2.0,A
800,16,5,2,14,2.0,A
801,17,5,0,14,2.0,A
802,17,5,1,14,2.0,A
803,17,5,2,14,2.0,A
804,18,5,0,14,2.0,A
805,18,5,1,14,2.0,A
806,18,5,2,14,2.0,A
807,19,5,0,14,2.0,A
808,19,5,1,14,2.0,A
809,19,5,2,14,2.0,A
810,20,5,0,14,2.0,A
811,20,5,1,14,2.0,A
812,20,5,2,14,2.0,A
813,21,5,0,14,2.0,A
814,21,5,1,14,2.0,A
815,21,5,2,14,2.0,A
816,22,5,0,14,2.0,A
817,22,5,1,14,2.0,A
818,22,5,2,14,2.0,A
819,23,5,0,14,2.0,A
820,23,5,1,14,2.0,A
821,23,5,2,14,2.0,A
822,24,5,0,14,2.0,A
823,24,5,1,14,2.0,A
824,24,5,2,14,2.0,A
825,25,5,0,14,2.0,A
826,25,5,1,14,2.0,A
827,25,5,2,14,2.0,A
828,26,5,0,14,2.0,A
829,26,5,1,14,2.0,A
830,26,5,2,14,2.0,A
831,27,5,0,14,2.0,A
832,27,5,1,14,2.0,A
833,27,5,2,14,2.0,A
834,28,5,0,14,2.0,A
835,28,5,1,14,2.0,A
836,28,5,2,14,2.0,A
837,29,5,0,14,2.0,A
838,29,5,1,14,2.0,A
839,29,5,2,14,2.0,A
840,30,5,0,14,2.0,A
841,30,5,1,14,2.0,A
842,30,5,2,14,2.0,A
843,31,5,0,14,2.0,A
844,31,5,1,14,2.0,A
845,31,5,2,14,2.0,A
846,32,5,0,14,2.0,A
847,32,5,1,14,2.0,A
848,32,5,2,14,2.0,A
849,33,5,0,14,2.0,A
850,33,5,1,14,2.0,A
851,33,5,2,14,2.0,A
852,34,5,0,14,2.0,A
853,34,5,1,14,2.0,A
854,34,5,2,14,2.0,A
855,35,5,0,14,2.0,A
856,35,5,1,14,2.0,A
857,35,5,2,14,2.0,A
858,36,5,0,14,2.0,A
859,36,5,1,14,2.0,A
860,36,5,2,14,2.0,A
861,37,5,0,14,2.0,A
862,37,5,1,14,2.0,A
863,37,5,2,14,2.0,A
864,38,5,0,14,2.0,A
865,38,5,1,14,2.0,A
866,38,5,2,14,2.0,A
867,39,5,0,14,2.0,A
868,39,5,1,14,2.0,A
869,39,5,2,14,2.0,A
870,40,5,0,14,2.0,A
871,40,5,1,14,2.0,A
